model	objective	reaction	status	value
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR212	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR213	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR31	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR32	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR33	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR34	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR41	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR42	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR43	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR44	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR45	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR46	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTFR61	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTPLM1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTPLM1m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTPLM2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTPLM2m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTPLM3	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ARTPLM3m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASAH1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASCBOX	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASCBt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASCBt4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNALANaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNCYSNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNGLNNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNNm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNS1	optimal	-0.000000
iAB_AMO1410_SARS-CoV-2	obj	R_ASNSERNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNTHRNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNt4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNtN1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASNtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASPCTr	optimal	-0.000000
iAB_AMO1410_SARS-CoV-2	obj	R_ASPDt6	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASPDxt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASPGLUm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASPTA	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASPTAm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ASPt6	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATP1ter	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATP2ter	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPH1e	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPH2e	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPS4m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPasel	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_ATPtx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_AVITE1t	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_AVITE2t	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_A_MANASE	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_A_MANASEly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_Asn-X-Ser/Thrtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GALT3g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GALT41g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GALT42g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GALT43g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GALT44g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GNT11g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GNT12g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B3GNT51g	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BALAVECSEC	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BALAtmr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BAMPPALDOX	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BAMPPALDOXm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BBHOX	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BDHm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BDMT_L	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BDMT_U	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BETALDHx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BETALDHxm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BHBt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BHBtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILDGLCURt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILDGLCURte	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILDGLCURtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILGLCURt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILGLCURte	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILGLCURtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILIRED	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILIRUBt2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BILIRUBtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BIOCYTtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BMTer_L	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BMTer_U	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BPNT	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BPNT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTND1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTND1n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNDe	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNDm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNPL	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNPLm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNt2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNt2m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNt3i	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNt4i	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BTNtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BUTt2m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BUTt2r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BVITEt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BZt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_BZtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_B_MANNASEly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C14STRr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C160CPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C160CPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C160CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C161CPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C161CPT12	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C161CPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C161CPT22	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C161CRN2t	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C161CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C180CPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C180CPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C180CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C181CPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C181CPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C181CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C204CPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C204CPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C204CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C226COAtx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C226CPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C226CPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C226CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C2M26DCOAHLm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C2M26DCOAHLx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C3STDH1Pr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C3STDH1r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C3STKR2r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C4STMO1r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C4STMO2Pr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_C4STMO2r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CAATPS	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CAMPt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CAT2p	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CATm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CATp	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CAt7r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBL2OR	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBL2tm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBLATm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBPPer	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBPS	optimal	-0.000000
iAB_AMO1410_SARS-CoV-2	obj	R_CBPSam	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBPter	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBR1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CBR2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CCA_D3t	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CDIPTr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CDPDAGtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CDS	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CDSm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CEPTC	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CEPTE	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CERK	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CERT1gt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CERT1rt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CERT2gt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CERT2rt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CGLYt3(2)	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CGMPt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHLP	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHLPCTD	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHLtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLATEt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLATEt2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLD2m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLK	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLPtg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLPtl	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLt4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLtg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHOLtu	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHSTEROLSULT	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHSTEROLt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHSTEROLt1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHSTEROLt2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHSTEROLt3	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHSTEROLtg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHTNASE	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CHTNASEe	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CITL	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CITRtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CITt4_2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CITt4_4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CITtam	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CITtbm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CK	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CKc	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLFORtex	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLFORtex2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLHCO3tex2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLHCOtex	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLI2tex	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLOHtex2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLOXAtex2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLPNDCOAtx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLPNDCPT1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLPNDCPT2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLPNDCRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLPNDt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CLS_hs	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CMPACNAtg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CMPACNAtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CMPSAS	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CMPSASn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CO2t	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CO2ter	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CO2tg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CO2tm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CO2tn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CO2tp	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COAtg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COAtl	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COAtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COAtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COAtp	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COAtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COKECBESr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COQ3m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COQ5m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COQ6m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COQ7m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CORE2GTg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CORE6GTg	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COUCOAFm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COUMARINte	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_COt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CPCTDTX	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CPPPGO	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CREATt4(2)r	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CREATtmdiffir	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRMPte	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNCAR3tp	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNCARtp	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNtHa	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNtim	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNtuIR	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNtuNa	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRNtx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRTSLt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRTSLtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRTSLtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRTSTRNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRTSTRNtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRTSTRNtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CRVNCtr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNAT	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNAT2m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNAT2x	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNAT3x	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNATer	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNATm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNATp	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNATr	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSNt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_At	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Atly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Bt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Btly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Ct	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Ctly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Dt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Dtly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Et	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSPG_Etly	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CSm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CTPS1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CTPS2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CTPtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYANSTm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYANt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYANtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYOOm2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYOOm3	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYOR-u10m	optimal	-0.000000
iAB_AMO1410_SARS-CoV-2	obj	R_CYSALANaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSAMO	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSASNNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSGLNNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSGLUexR	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSGLYex	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSGLYexR	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSSERNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTA	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTAm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTGL	optimal	-0.000000
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTGLUex	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTHRNaEx	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTS	optimal	-0.000000
iAB_AMO1410_SARS-CoV-2	obj	R_CYSTSERex	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYSt4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYStec	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTD	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDK1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDK2m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDt	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDt4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDt5	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDtl	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDtm	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTDtn	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK1	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK10	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK10n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK11	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK11n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK12	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK12n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK13	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK13n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK14	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK14n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK1m	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK1n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK2	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK2n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK3	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK3n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK4	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK4n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK5	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK5n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK6	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK6n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK7	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK7n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK8	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK8n	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK9	optimal	0.014424
iAB_AMO1410_SARS-CoV-2	obj	R_CYTK9n	optimal	0.014424
